token_context,word_context,seg_context,sent_cotext,label
"['-basedrecommendersystems[15]relyonapre-existingdomainknowledgetosuggestitemsmoresimilartotheonesthattheuserseemstolike.', 'Theyusuallygenerateusermodelsthatdescribeuserinterestsaccordingtoasetoffeatures[16].', 'WiththeadventoftheSemanticWeb,severalrecommendersystemsstartedtoadoptontologiesforrepresentingbothuserinterestsanditems #TAUTHOR_TAG.', 'Oftenthesesystemsuseanontologysothat,givenuserinterestinanitem']","['-basedrecommendersystems[15]relyonapre-existingdomainknowledgetosuggestitemsmoresimilartotheonesthattheuserseemstolike.', 'Theyusuallygenerateusermodelsthatdescribeuserinterestsaccordingtoasetoffeatures[16].', 'WiththeadventoftheSemanticWeb,severalrecommendersystemsstartedtoadoptontologiesforrepresentingbothuserinterestsanditems #TAUTHOR_TAG.', 'Oftenthesesystemsuseanontologysothat,givenuserinterestinanitem']","['-basedrecommendersystems[15]relyonapre-existingdomainknowledgetosuggestitemsmoresimilartotheonesthattheuserseemstolike.', 'Theyusuallygenerateusermodelsthatdescribeuserinterestsaccordingtoasetoffeatures[16].', 'WiththeadventoftheSemanticWeb,severalrecommendersystemsstartedtoadoptontologiesforrepresentingbothuserinterestsanditems #TAUTHOR_TAG.', 'Oftenthesesystemsuseanontologysothat,givenuserinterestinanitem']","['-basedrecommendersystems[15]relyonapre-existingdomainknowledgetosuggestitemsmoresimilartotheonesthattheuserseemstolike.', 'Theyusuallygenerateusermodelsthatdescribeuserinterestsaccordingtoasetoffeatures[16].', 'WiththeadventoftheSemanticWeb,severalrecommendersystemsstartedtoadoptontologiesforrepresentingbothuserinterestsanditems #TAUTHOR_TAG.', 'Oftenthesesystemsuseanontologysothat,givenuserinterestinanitemrepresentedintheontology,theycanthenpropagatesuchinteresttorelevantitemsandconcepts.', '']",0
"['].', 'Theyaretypicallyclassifiedascollaborativefilteringapproaches,content-basedfilteringapproachesandhybridapproaches #TAUTHOR_TAG']","['commendersystemsaresoftwaretoolsandmethodswhichprovidesuggestionsforitemstousers,accordingtotheirpreferencesandneeds[13].', 'Theyaretypicallyclassifiedascollaborativefilteringapproaches,content-basedfilteringapproachesandhybridapproaches #TAUTHOR_TAG']","['].', 'Theyaretypicallyclassifiedascollaborativefilteringapproaches,content-basedfilteringapproachesandhybridapproaches #TAUTHOR_TAG']","['commendersystemsaresoftwaretoolsandmethodswhichprovidesuggestionsforitemstousers,accordingtotheirpreferencesandneeds[13].', 'Theyaretypicallyclassifiedascollaborativefilteringapproaches,content-basedfilteringapproachesandhybridapproaches #TAUTHOR_TAG']",0
"['-basedrecommendersystems #TAUTHOR_TAGrelyonapre-existingdomainknowledgetosuggestitemsmoresimilartotheonesthattheuserseemstolike.', 'Theyusuallygenerateusermodelsthatdescribeuserinterestsaccordingtoasetoffeatures[16].', '']","['-basedrecommendersystems #TAUTHOR_TAGrelyonapre-existingdomainknowledgetosuggestitemsmoresimilartotheonesthattheuserseemstolike.', 'Theyusuallygenerateusermodelsthatdescribeuserinterestsaccordingtoasetoffeatures[16].', '']","['-basedrecommendersystems #TAUTHOR_TAGrelyonapre-existingdomainknowledgetosuggestitemsmoresimilartotheonesthattheuserseemstolike.', 'Theyusuallygenerateusermodelsthatdescribeuserinterestsaccordingtoasetoffeatures[16].', '']","['-basedrecommendersystems #TAUTHOR_TAGrelyonapre-existingdomainknowledgetosuggestitemsmoresimilartotheonesthattheuserseemstolike.', 'Theyusuallygenerateusermodelsthatdescribeuserinterestsaccordingtoasetoffeatures[16].', 'WiththeadventoftheSemanticWeb,severalrecommendersystemsstartedtoadoptontologiesforrepresentingbothuserinterestsanditems[17].', '']",0
"['commendersystemsaresoftwaretoolsandmethodswhichprovidesuggestionsforitemstousers,accordingtotheirpreferencesandneeds #TAUTHOR_TAG.', 'Theyaretypicallyclassifiedascollaborativefilteringapproaches,content-basedfilteringapproachesandhybridapproaches[14']","['commendersystemsaresoftwaretoolsandmethodswhichprovidesuggestionsforitemstousers,accordingtotheirpreferencesandneeds #TAUTHOR_TAG.', 'Theyaretypicallyclassifiedascollaborativefilteringapproaches,content-basedfilteringapproachesandhybridapproaches[14']","['commendersystemsaresoftwaretoolsandmethodswhichprovidesuggestionsforitemstousers,accordingtotheirpreferencesandneeds #TAUTHOR_TAG.', 'Theyaretypicallyclassifiedascollaborativefilteringapproaches,content-basedfilteringapproachesandhybridapproaches[14']","['commendersystemsaresoftwaretoolsandmethodswhichprovidesuggestionsforitemstousers,accordingtotheirpreferencesandneeds #TAUTHOR_TAG.', 'Theyaretypicallyclassifiedascollaborativefilteringapproaches,content-basedfilteringapproachesandhybridapproaches[14']",0
"['weneedtoalsoaccesstotheconferenceproceedingspublishedbyothereditors.', 'WearethusexploringtheoptionofusingdatasetssuchasCrossRef12,Dimensions13,OpenCitations[11],andCore #TAUTHOR_TAG']","['includemoreconferences,weneedtoalsoaccesstotheconferenceproceedingspublishedbyothereditors.', 'WearethusexploringtheoptionofusingdatasetssuchasCrossRef12,Dimensions13,OpenCitations[11],andCore #TAUTHOR_TAG']","['includemoreconferences,weneedtoalsoaccesstotheconferenceproceedingspublishedbyothereditors.', 'WearethusexploringtheoptionofusingdatasetssuchasCrossRef12,Dimensions13,OpenCitations[11],andCore #TAUTHOR_TAG']","['', 'Inordertoincludemoreconferences,weneedtoalsoaccesstotheconferenceproceedingspublishedbyothereditors.', 'WearethusexploringtheoptionofusingdatasetssuchasCrossRef12,Dimensions13,OpenCitations[11],andCore #TAUTHOR_TAG']",3
"['weneedtoalsoaccesstotheconferenceproceedingspublishedbyothereditors.', 'WearethusexploringtheoptionofusingdatasetssuchasCrossRef12,Dimensions13,OpenCitations #TAUTHOR_TAG,andCore[12']","['toincludemoreconferences,weneedtoalsoaccesstotheconferenceproceedingspublishedbyothereditors.', 'WearethusexploringtheoptionofusingdatasetssuchasCrossRef12,Dimensions13,OpenCitations #TAUTHOR_TAG,andCore[12']","['toincludemoreconferences,weneedtoalsoaccesstotheconferenceproceedingspublishedbyothereditors.', 'WearethusexploringtheoptionofusingdatasetssuchasCrossRef12,Dimensions13,OpenCitations #TAUTHOR_TAG,andCore[12']","['', 'Inordertoincludemoreconferences,weneedtoalsoaccesstotheconferenceproceedingspublishedbyothereditors.', 'WearethusexploringtheoptionofusingdatasetssuchasCrossRef12,Dimensions13,OpenCitations #TAUTHOR_TAG,andCore[12']",3
"['assessthesimilarityoftwosemanticvectorsusingthecosinesimilarity #TAUTHOR_TAG,sincethismeasurereliesontheorientationbutnotthemagnitudeofthetopicweightsinthevectorspace,allowingustocompareeditorialproductsassociatedwithadifferentnumberofchapters.', 'Thesimilaritycomputationiscarriedoutoffline']","['assessthesimilarityoftwosemanticvectorsusingthecosinesimilarity #TAUTHOR_TAG,sincethismeasurereliesontheorientationbutnotthemagnitudeofthetopicweightsinthevectorspace,allowingustocompareeditorialproductsassociatedwithadifferentnumberofchapters.', 'Thesimilaritycomputationiscarriedoutoffline']","['assessthesimilarityoftwosemanticvectorsusingthecosinesimilarity #TAUTHOR_TAG,sincethismeasurereliesontheorientationbutnotthemagnitudeofthetopicweightsinthevectorspace,allowingustocompareeditorialproductsassociatedwithadifferentnumberofchapters.', 'Thesimilaritycomputationiscarriedoutoffline']","['assessthesimilarityoftwosemanticvectorsusingthecosinesimilarity #TAUTHOR_TAG,sincethismeasurereliesontheorientationbutnotthemagnitudeofthetopicweightsinthevectorspace,allowingustocompareeditorialproductsassociatedwithadifferentnumberofchapters.', 'Thesimilaritycomputationiscarriedoutoffline']",0
"['', 'WeusethepersistentidentifiersforconferencesandconferenceseriesintroducedintheLinkedOpenDataConferencePortal[8]andrecentlymigratedtoSciGraph #TAUTHOR_TAG.', 'Suchidentifiersmakesurethattheconferenceserieslinksallrelevantconferences,regardlessofnamechanges(e.g.,afterafewyearsthe""EuropeanSemanticWebConference""becamethe""ExtendedSemanticWebConference"")andacronyms']","['', 'WeusethepersistentidentifiersforconferencesandconferenceseriesintroducedintheLinkedOpenDataConferencePortal[8]andrecentlymigratedtoSciGraph #TAUTHOR_TAG.', 'Suchidentifiersmakesurethattheconferenceserieslinksallrelevantconferences,regardlessofnamechanges(e.g.,afterafewyearsthe""EuropeanSemanticWebConference""becamethe""ExtendedSemanticWebConference"")andacronyms']","['', 'WeusethepersistentidentifiersforconferencesandconferenceseriesintroducedintheLinkedOpenDataConferencePortal[8]andrecentlymigratedtoSciGraph #TAUTHOR_TAG.', 'Suchidentifiersmakesurethattheconferenceserieslinksallrelevantconferences,regardlessofnamechanges(e.g.,afterafewyearsthe""EuropeanSemanticWebConference""becamethe""ExtendedSemanticWebConference"")andacronyms']","['', 'WeusethepersistentidentifiersforconferencesandconferenceseriesintroducedintheLinkedOpenDataConferencePortal[8]andrecentlymigratedtoSciGraph #TAUTHOR_TAG.', 'Suchidentifiersmakesurethattheconferenceserieslinksallrelevantconferences,regardlessofnamechanges(e.g.,afterafewyearsthe""EuropeanSemanticWebConference""becamethe""ExtendedSemanticWebConference"")andacronyms']",0
"['', 'WeusethepersistentidentifiersforconferencesandconferenceseriesintroducedintheLinkedOpenDataConferencePortal #TAUTHOR_TAGandrecentlymigratedtoSciGraph[9].', 'Suchidentifiersmakesurethattheconferenceserieslinksallrelevantconferences,regardlessofnamechanges(e']","['', 'WeusethepersistentidentifiersforconferencesandconferenceseriesintroducedintheLinkedOpenDataConferencePortal #TAUTHOR_TAGandrecentlymigratedtoSciGraph[9].', 'Suchidentifiersmakesurethattheconferenceserieslinksallrelevantconferences,regardlessofnamechanges']","['', 'WeusethepersistentidentifiersforconferencesandconferenceseriesintroducedintheLinkedOpenDataConferencePortal #TAUTHOR_TAGandrecentlymigratedtoSciGraph[9].', 'Suchidentifiersmakesurethattheconferenceserieslinksallrelevantconferences,regardlessofnamechanges(e']","['', 'WeusethepersistentidentifiersforconferencesandconferenceseriesintroducedintheLinkedOpenDataConferencePortal #TAUTHOR_TAGandrecentlymigratedtoSciGraph[9].', 'Suchidentifiersmakesurethattheconferenceserieslinksallrelevantconferences,regardlessofnamechanges(e.g.,afterafewyearsthe""EuropeanSemanticWebConference""becamethe""ExtendedSemanticWebConference"")andacronyms']",0
"['],asystemthatforecaststhepropagationoftechnologiesacrossresearchcommunities,andthePragmaticOntologyEvolutionFramework #TAUTHOR_TAG,anapproachtoontologyevolutionthatisabletoselectnewconceptsonthebasisoftheircontributiontospecificcomputationaltasks']","['asystemthatforecaststhepropagationoftechnologiesacrossresearchcommunities,andthePragmaticOntologyEvolutionFramework #TAUTHOR_TAG,anapproachtoontologyevolutionthatisabletoselectnewconceptsonthebasisoftheircontributiontospecificcomputationaltasks']","['theTechnology-TopicFramework[6],asystemthatforecaststhepropagationoftechnologiesacrossresearchcommunities,andthePragmaticOntologyEvolutionFramework #TAUTHOR_TAG,anapproachtoontologyevolutionthatisabletoselectnewconceptsonthebasisoftheircontributiontospecificcomputationaltasks']","['', 'ThisAPIsupportsanumberofapplications,includingSmartBookRecommender,SmartTopicMiner[5],theTechnology-TopicFramework[6],asystemthatforecaststhepropagationoftechnologiesacrossresearchcommunities,andthePragmaticOntologyEvolutionFramework #TAUTHOR_TAG,anapproachtoontologyevolutionthatisabletoselectnewconceptsonthebasisoftheircontributiontospecificcomputationaltasks']",0
"['.', ' #AUTHOR_TAGappliedcardstocreateinnovativewaystoteachmathematics; #TAUTHOR_TAGand #AUTHOR_TAGtosupportthedesignforplayfulness;both #AUTHOR_TAGand #AUTHOR_TAGusedcardsasaninspirationtooltodefineandexplorepreliminarydesignideas;andHalskovand']","['topic.', ' #AUTHOR_TAGappliedcardstocreateinnovativewaystoteachmathematics; #TAUTHOR_TAGand #AUTHOR_TAGtosupportthedesignforplayfulness;both #AUTHOR_TAGand #AUTHOR_TAGusedcardsasaninspirationtooltodefineandexplorepreliminarydesignideas;andHalskovand']","['', ' #AUTHOR_TAGappliedcardstocreateinnovativewaystoteachmathematics; #TAUTHOR_TAGand #AUTHOR_TAGtosupportthedesignforplayfulness;both #AUTHOR_TAGand #AUTHOR_TAGusedcardsasaninspirationtooltodefineandexplorepreliminarydesignideas;andHalskovand']","['', ' #AUTHOR_TAGappliedcardstocreateinnovativewaystoteachmathematics; #TAUTHOR_TAGand #AUTHOR_TAGtosupportthedesignforplayfulness;both #AUTHOR_TAGand #AUTHOR_TAGusedcardsasaninspirationtooltodefineandexplorepreliminarydesignideas;andHalskovandDalsg�_rd(2006)toexplorehowtoapplytechnologytoconceptsfromdomainstudies']",0
"['daysexismrestsontheconceptthatsexismiseitherfacedorreproducedonadailybasisbutisrarelynoticed #TAUTHOR_TAG.', ""Identifyingeverydaysexismanditsdifferentforms,empathisingwithotherpeople'sexperiences,and""]","['daysexismrestsontheconceptthatsexismiseitherfacedorreproducedonadailybasisbutisrarelynoticed #TAUTHOR_TAG.', ""Identifyingeverydaysexismanditsdifferentforms,empathisingwithotherpeople'sexperiences,and""]","['daysexismrestsontheconceptthatsexismiseitherfacedorreproducedonadailybasisbutisrarelynoticed #TAUTHOR_TAG.', ""Identifyingeverydaysexismanditsdifferentforms,empathisingwithotherpeople'sexperiences,and""]","['daysexismrestsontheconceptthatsexismiseitherfacedorreproducedonadailybasisbutisrarelynoticed #TAUTHOR_TAG.', ""Identifyingeverydaysexismanditsdifferentforms,empathisingwithotherpeople'sexperiences,andreflectingonthemareseenaspossiblewaystocontributetogenderequality #AUTHOR_TAG."", 'Moreparticularly,usingeverydayexperiencestoreflectonthemisanimportantsteppingstoneinthehistoryoffeminism #AUTHOR_TAG']",5
"['', 'Forsupportingthedesignofcards, #TAUTHOR_TAGand #AUTHOR_TAGproposedsomeparticipatorydesignprinciplesfortranscribingdiversifiedexperiencesandknowledgetothecards']","['', 'Forsupportingthedesignofcards, #TAUTHOR_TAGand #AUTHOR_TAGproposedsomeparticipatorydesignprinciplesfortranscribingdiversifiedexperiencesandknowledgetothecards']","['', 'Forsupportingthedesignofcards, #TAUTHOR_TAGand #AUTHOR_TAGproposedsomeparticipatorydesignprinciplesfortranscribingdiversifiedexperiencesandknowledgetothecards']","['', 'Forsupportingthedesignofcards, #TAUTHOR_TAGand #AUTHOR_TAGproposedsomeparticipatorydesignprinciplesfortranscribingdiversifiedexperiencesandknowledgetothecards']",4
"['', 'Followingtheprocessofreflectionpresentedby #TAUTHOR_TAG(1996),inthenewversionthefirstwordof4questionswereaddedasavisualprompt.', '']","['', 'Followingtheprocessofreflectionpresentedby #TAUTHOR_TAG(1996),inthenewversionthefirstwordof4questionswereaddedasavisualprompt.', '']","['', 'Followingtheprocessofreflectionpresentedby #TAUTHOR_TAG(1996),inthenewversionthefirstwordof4questionswereaddedasavisualprompt.', ""Theinstructionwasthen,forexample,tocreatea'whatquestion'targetingtheproblemidentification."", 'Thesecondworkshopshowedimprovedresultsasthequestions']","['', 'Followingtheprocessofreflectionpresentedby #TAUTHOR_TAG(1996),inthenewversionthefirstwordof4questionswereaddedasavisualprompt.', ""Theinstructionwasthen,forexample,tocreatea'whatquestion'targetingtheproblemidentification."", '']",0
