CC,label
"authors could use a variant of Gibbs sampling for generating negative samples. Unfortunately , as shown in ( #AUTHOR_TAG )  , with the represetation of sentences that we use , linear classifiers can not discriminate real sentences from sentences sampled from a trigram , which is the model we use as a baseline",4
"As shown in ( #AUTHOR_TAG )  , using this representation , a linear classifier can not distinguish sentences sampled from a trigram and real sentences . Therefore, we used a 3rd order polynomial kernel, which was found to give good results. No special effort was otherwise made in order to optimize the parameters of the classifiers.",4
"Baseline language model : For P0 we used a trigram with modified kneser-ney smoothing [ Chen and #AUTHOR_TAG  ] , which is still considered one of the best smoothing methods for n-gram language models . ",5
"The features can be easily obtained by modifying the TAT extraction algorithm described in ( #AUTHOR_TAG )  . When a TAT is extracted from a word-aligned, source-parsed parallel sentence, we just record the contextual features and the features of the sub-trees.",2
"these ideas to phrase-structure and lattice parsing , and in trying other higher-order features , such as those used in parse reranking ( #AUTHOR_TAG ; Huang , 2008 )  and history-based parsing ( Nivre and McDonald , 2008 )  .",3
"these ideas to phrase-structure and lattice parsing , and in trying other higher-order features , such as those used in parse reranking ( Charniak and Johnson , 2005 ; #AUTHOR_TAG )  and history-based parsing ( Nivre and McDonald , 2008 )  .",3
"We are interested in extending these ideas to phrase-structure and lattice parsing , and in trying other higher-order features , such as those used in parse reranking ( Charniak and Johnson , 2005 ; Huang , 2008 )  and history-based parsing ( #AUTHOR_TAG )  .",3
"Donald, 2008) . We could also introduce new variables , e.g. , nonterminal refinements ( #AUTHOR_TAG )  , or secondary links Mid ( not constrained by TREE/PTREE ) that augment the parse with representations of control , binding , etc. ( Sleator and Temperley , 1993 ;  Buch-Kromann , 2006 ) ",3
". Experiments ( Section 5 ) show that forestbased extraction improves BLEU score by over 1 point on a state-of-the-art tree-to-string system ( Liu et al. , 2006 ; #AUTHOR_TAG )  , which is also 0.5 points better than ( and twice as fast as ) extracting on 30-best parses . When combined",2
"The forest concept is also used in machine translation decoding, for example to characterize the search space of decoding with integrated language models (Huang and Chiang, 2007) . The first direct application of parse forest in translation is our previous work ( #AUTHOR_TAG )  which translates a packed forest from a parser ; it is also the base system in our experiments ( see below ) . This work, on the other hand, is in the orth",2
"can provide useful semantic information , the SRL is crucial to many natural language processing tasks , such as Question and Answering ( Narayanan and Harabagiu 2004 ) , Information Extraction ( #AUTHOR_TAG )  , and Machine Translation ( Boas 2002 ) . With the",0
"To prove that our method is effective , we also make a comparison between the performances of our system and #AUTHOR_TAG  , Xue ( 2008 )  . Xue (2008) ",1
". Since the arguments can provide useful semantic information , the SRL is crucial to many natural language processing tasks , such as Question and Answering ( #AUTHOR_TAG )  , Information Extraction ( Surdeanu et al. 2003 ) , and Machine Translation ( Boas 2002 ) .",0
"word, SemCat of predicate + SemCat of last word, predicate + SemCat of head word, SemCat of predicate + head word. The semantic categories of verbs and other words are extracted from the Semantic Knowledge-base of Contemporary Chinese ( #AUTHOR_TAG )  .</s>",5
"although it is more efficient. #AUTHOR_TAG  did very encouraging work on the feature calibration of semantic role labeling . They found out that different features suited for different sub tasks of SRL, i.e. semantic role identification and classification. For semantic analysis, developing features that capture the right kind of information is crucial. Experiments on Chinese SRL (Xue andPalmer 2005, Xue 2008) reassured these findings",0
"This paper made the first attempt on Chinese SRL and produced promising results. After the PropBank ( #AUTHOR_TAG )  was built , Xue and Palmer ( 2005 )  and Xue ( 2008 )  have produced more complete and systematic research on Chinese SRL . ",0
".e. semantic role identification and classification. For semantic analysis, developing features that capture the right kind of information is crucial. Experiments on Chinese SRL ( #AUTHOR_TAG  , Xue 2008 ) reassured these findings .</s>",4
#AUTHOR_TAG  has built a semantic role classifier exploiting the interdependence of semantic roles . It has turned the single point classification problem into the sequence labeling problem with the introduction of semantic context features. Se- mantic context features indicates the features ex- tracted from the arguments around the current one. We can use window size to represent the scope of the context.,5
"Although we make discriminations of arguments and adjuncts, the analysis is still coarse-grained. #AUTHOR_TAG  has made the first attempt working on the single semantic role level to make further improvement . However, the impact of this idea is limited due to that the amount of the research target, ARG2, is few in PropBank. What if we could extend the idea of hierarchical architecture to the",1
"on Chinese SRL is still in its infancy stage. Previous work on Chinese SRL mainly focused on how to transplant the machine learning methods which has been successful with English , such as #AUTHOR_TAG  , Xue and Palmer ( 2005 )  and Xue ( 2008 )  . Sun and Jurafsky (2004)",0
"To prove that our method is effective , we also make a comparison between the performances of our system and Xue and Palmer ( 2005 )  , #AUTHOR_TAG  . Xue (2008)  is the best SRL system until now and it has the same data setting with ours. The",1
"classifiers can 2 Extra features e.g. predicate may be still useful because that the information, provided by the high-level description of selfdescriptive features, e.g. phrase type, are limited. be found in figure 2 , which is similar with that in #AUTHOR_TAG  .</s>",1
"+ , predicate , path , head word and its POS , predicate + head word , predicate + phrase type , path to BA and BEI , verb class 3 , verb class + head word , verb class + phrase type , from #AUTHOR_TAG  .</s>",5
"RL is crucial to many natural language processing tasks , such as Question and Answering ( Narayanan and Harabagiu 2004 ) , Information Extraction ( Surdeanu et al. 2003 ) , and Machine Translation ( #AUTHOR_TAG )  . With the efforts of",0
"We use the same data setting with #AUTHOR_TAG  , however a bit different from Xue and Palmer ( 2005 )  .</s>",5
"in its infancy stage. Previous work on Chinese SRL mainly focused on how to transplant the machine learning methods which has been successful with English , such as Sun and Jurafsky ( 2004 )  , Xue and Palmer ( 2005 )  and #AUTHOR_TAG  . Sun and Jurafsky (2004)",0
"and classification. For semantic analysis, developing features that capture the right kind of information is crucial. Experiments on Chinese SRL ( Xue and Palmer 2005 , #AUTHOR_TAG )  reassured these findings .</s>",0
"#AUTHOR_TAG  has made some preliminary attempt on the idea of hierarchical semantic role labeling. However, without considerations on how to utilize the characteristics of linguistically similar semantic roles, the purpose of the hierarchical system is to simplify the classification process to make it less time consuming. So the hierarchical system in their paper performs a little worse than the traditional SRL systems, although it is more efficient.",0
"on Chinese SRL is still in its infancy stage. Previous work on Chinese SRL mainly focused on how to transplant the machine learning methods which has been successful with English , such as Sun and Jurafsky ( 2004 )  , #AUTHOR_TAG  and Xue ( 2008 )  . Sun and Jurafsky (2004)",0
"b_900 to chtb_931. We use the same data setting with Xue ( 2008 )  , however a bit different from #AUTHOR_TAG  .</s>",1
<s> The candidate feature templates include : Voice from #AUTHOR_TAG  .</s>,5
The Chinese PropBank has labeled the predicateargument structures of sentences from the Chinese TreeBank ( #AUTHOR_TAG )  . It is constituted of two parts.,5
"Semantic Role labeling ( SRL ) was first defined in #AUTHOR_TAG  . The purpose of SRL task is to identify and classify the semantic roles of each predicate in a sentence. The semantic roles are marked and each of them is assigned a tag which indicates the type of the semantic relation with the related predicate. Typical tags include Agent, Patient, Source, etc. and some adjuncts such as Temporal, Manner, Extent, etc. Since the arguments can provide useful semantic information, the SRL is crucial to many natural language processing",0
"In most recent research , NEs ( person , location and organisations ) are extracted from the text and used as a source of evidence to calculate the similarity between documents - see for instance ( #AUTHOR_TAG ; Chen and Martin , 2007 ; Popescu and Magnini , 2007 ; Kalashnikov et al. , 2007 )  .",0
"In most recent research , NEs ( person , location and organisations ) are extracted from the text and used as a source of evidence to calculate the similarity between documents - see for instance ( Blume , 2005 ; #AUTHOR_TAG ; Popescu and Magnini , 2007 ; Kalashnikov et al. , 2007 )  .",0
"In most recent research , NEs ( person , location and organisations ) are extracted from the text and used as a source of evidence to calculate the similarity between documents - see for instance ( Blume , 2005 ; Chen and Martin , 2007 ; Popescu and Magnini , 2007 ; #AUTHOR_TAG )  .",0
"Other representations use the link structure ( #AUTHOR_TAG )  or generate graph representations of the extracted features ( Kalashnikov et al. , 2007 )  .",0
"Some researchers ( Cucerzan , 2007 ; #AUTHOR_TAG )  have explored the use of Wikipedia information to improve the disambiguation process . Wikipedia provides candidate entities that are linked to specific mentions in a text. The obvious limitation of this approach is that only celebrities and historical figures can be identified in this way. These approaches are yet to be applied to the specific task of grouping search results.</s>",0
"literature. It is only recently that the web name ambiguity has been approached as a separate problem and defined as an NLP task Web People Search on its own ( Artiles et al. , 2005 ; #AUTHOR_TAG )  .</s>",0
"2The WePS-1 corpus includes data from the Web03 testbed ( #AUTHOR_TAG )  which follows similar annotation guidelines , although the number of document per ambiguous name is more variable .</s>",5
"document text. Withindocument coreference resolution has been applied to produce summaries of text surrounding occurrences of the name ( Bagga and Baldwin , 1998 ; #AUTHOR_TAG )  .",0
"literature. It is only recently that the web name ambiguity has been approached as a separate problem and defined as an NLP task Web People Search on its own ( #AUTHOR_TAG ; Artiles et al. , 2007 )  .</s>",0
"the full document text is present in most systems , sometimes as the only feature ( Sugiyama and Okumura , 2007 )  and sometimes in combination with others see for instance ( #AUTHOR_TAG ; Popescu and Magnini , 2007 )  - .",0
"instance (Chen and Martin, 2007;Popescu and Magnini, 2007) -. Other representations use the link structure ( Malin , 2005 )  or generate graph representations of the extracted features ( #AUTHOR_TAG )  .",0
"A study of the query log of the AllTheWeb and Altavista search sites gives an idea of the relevance of the people search task : 11-17 % of the queries were composed of a person name with additional terms and 4 % were identified as person names ( #AUTHOR_TAG )  . According to the data available from 1990 U.S. Census Bureau, only 90,000 different names are shared by 100 million people ",0
". #AUTHOR_TAG  compared the performace of NEs versus BoW features . In his experiments a only a representation based on Organisation NEs outperformed the word based approach. Furthermore, this result is highly dependent on the choice of metric weighting (NEs achieve high precision at the cost of a low recall and viceversa for BoW).</s>",0
"document text. Withindocument coreference resolution has been applied to produce summaries of text surrounding occurrences of the name ( #AUTHOR_TAG ; Gooi and Allan , 2004 )  .",0
"ser that includes many functionalities (POS tagger, stemmer, chunker, Named Entity (NE) tagger, dependency analyser, parser, etc). It provides a fine grained NE recognition covering 100 different NE types ( #AUTHOR_TAG )  . Given the sparseness of most of these fine-grained NE types, we have merged them in coarser groups: event, facility, location, person, organisation, product, periodx, timex and numex.",5
"identified as person names (Spink et al., 2004) . According to the data available from 1990 U.S. Census Bureau , only 90,000 different names are shared by 100 million people ( #AUTHOR_TAG )  . As the amount of information in the",0
"Some researchers ( #AUTHOR_TAG ; Nguyen and Cao , 2008 )  have explored the use of Wikipedia information to improve the disambiguation process . Wikipedia provides candidate entities that are linked to specific mentions in a text. The obvious limitation of this approach is that only celebrities and historical figures can be identified in this way. These approaches are yet to be applied to the specific task of grouping search results.</s>",0
"ity or a historical figure) makes it likely to dominate the ranking of search results, complicating the task of finding information about other people sharing her name. The Web People Search task , as defined in the first WePS evaluation campaign ( #AUTHOR_TAG )  , consists of grouping search results for a given name according to the different people that share it .</s>",0
"We have used the testbeds from WePS-1 ( #AUTHOR_TAG  , 2007)2 and WePS-2 (Artiles et al., 2009)  evaluation campaigns 3.</s>",5
"In most recent research , NEs ( person , location and organisations ) are extracted from the text and used as a source of evidence to calculate the similarity between documents - see for instance ( Blume , 2005 ; Chen and Martin , 2007 ; #AUTHOR_TAG ; Kalashnikov et al. , 2007 )  .",0
"The disambiguation of person names in Web results is usually compared to two other Natural Language Processing tasks : Word Sense Disambiguation ( WSD ) ( Agirre and Edmonds , 2006 )  and Cross-document Coreference ( CDC ) ( #AUTHOR_TAG )  . Most of early research work on person name ambiguity focuses on the CDC problem or uses methods found in the WSD literature.",0
". In 2009 , the second WePS campaign showed similar trends regarding the use of NE features ( #AUTHOR_TAG )  . Due",0
"(Bagga and Baldwin, 1998;Gooi and Allan, 2004) . Nevertheless , the full document text is present in most systems , sometimes as the only feature ( #AUTHOR_TAG )  and sometimes in combination with others see for instance ( Chen and Martin , 2007 ; Popescu and Magnini , 2007 )  - .",0
"the full document text is present in most systems , sometimes as the only feature ( Sugiyama and Okumura , 2007 )  and sometimes in combination with others see for instance ( Chen and Martin , 2007 ; #AUTHOR_TAG )  - .",0
"WordNet-based approaches do not always outperform simple frequency-based models , and a number of techniques have been recently proposed which may offer ideas for refining our current unsupervised approach ( Erk , 2007 ; #AUTHOR_TAG )  . The number and type (and combination) of GRs for which SPs can be reliably acquired, especially when the data is sparse, requires also further investigation.",3
"WordNet-based approaches do not always outperform simple frequency-based models , and a number of techniques have been recently proposed which may offer ideas for refining our current unsupervised approach ( #AUTHOR_TAG ; Bergsma et al. , 2008 )  . The number and type (and combination) of GRs for which SPs can be reliably acquired, especially when the data is sparse, requires also further investigation.",3
"ammars while being less affected by over-fitting. Better results would be expected by combining the PCFG-LA parser with discriminative reranking approaches ( Charniak and Johnson , 2005 ; #AUTHOR_TAG )  for self training .",3
"ammars while being less affected by over-fitting. Better results would be expected by combining the PCFG-LA parser with discriminative reranking approaches ( #AUTHOR_TAG ; Huang , 2008 )  for self training .",3
"anking approaches (Charniak and Johnson, 2005;Huang, 2008)  for self training. Self-training should also benefit other discriminatively trained parsers with latent annotations ( #AUTHOR_TAG )  , although training would be much slower compared to using generative models , as in our case .</s>",3
"<s> Regarding future work , there are many research line that may be followed : i ) Capturing more features by employing external knowledge such as ontological , lexical resource or WordNet-based features ( Basili et al. , 2005 a ; Basili et al. , 2005 b ; Bloehdorn et al. , 2006 ; Bloehdorn and Moschitti , 2007 )  or shallow semantic trees , ( Giuglea and Moschitti , 2004 ; Giuglea and Moschitti , 2006 ; #AUTHOR_TAG ; Moschitti et al. , 2007 ; Moschitti , 2008 ; Moschitti et al. , 2008 )  .</s>",3
"<s> Regarding future work , there are many research line that may be followed : i ) Capturing more features by employing external knowledge such as ontological , lexical resource or WordNet-based features ( Basili et al. , 2005 a ; Basili et al. , 2005 b ; Bloehdorn et al. , 2006 ; Bloehdorn and Moschitti , 2007 )  or shallow semantic trees , ( Giuglea and Moschitti , 2004 ; #AUTHOR_TAG ; Moschitti and Bejan , 2004 ; Moschitti et al. , 2007 ; Moschitti , 2008 ; Moschitti et al. , 2008 )  .</s>",3
"<s> Regarding future work , there are many research line that may be followed : i ) Capturing more features by employing external knowledge such as ontological , lexical resource or WordNet-based features ( Basili et al. , 2005 a ; Basili et al. , 2005 b ; Bloehdorn et al. , 2006 ; Bloehdorn and Moschitti , 2007 )  or shallow semantic trees , ( Giuglea and Moschitti , 2004 ; Giuglea and Moschitti , 2006 ; Moschitti and Bejan , 2004 ; Moschitti et al. , 2007 ; Moschitti , 2008 ; #AUTHOR_TAG )  .</s>",3
"<s> Regarding future work , there are many research line that may be followed : i ) Capturing more features by employing external knowledge such as ontological , lexical resource or WordNet-based features ( #AUTHOR_TAG a ; Basili et al. , 2005 b ; Bloehdorn et al. , 2006 ; Bloehdorn and Moschitti , 2007 )  or shallow semantic trees , ( Giuglea and Moschitti , 2004 ; Giuglea and Moschitti , 2006 ; Moschitti and Bejan , 2004 ; Moschitti et al. , 2007 ; Moschitti , 2008 ; Moschitti et al. , 2008 )  .</s>",3
"When we run our classifiers on resource-tight environments such as cell-phones , we can use a random feature mixing technique ( #AUTHOR_TAG )  or a memory-efficient trie implementation based on a succinct data structure ( Jacobson , 1989 ; Delpratt et al. , 2006 )  to reduce required memory usage .",3
"The reordering models we describe follow our previous work using function word models for translation ( #AUTHOR_TAG ; Setiawan et al. , 2009 )  . The core hypothesis in this work is that function words provide robust clues to the reordering patterns of the phrases surrounding them. To make this insight useful for alignment, we develop features that score the alignment configuration of the neighboring phrases of a function word (which functions as an anchor) using two kinds of",2
"These related models treat their lexical items as latent variables to be estimated from training data, while our model uses a fixed set of lexical items that correspond to the class of function words. With respect to the focus on function words , our reordering model is closely related to the UALIGN system ( #AUTHOR_TAG )  . However, UALIGN uses deep",1
"reordering of the neighboring phrases of a function word , we employ the orientation model introduced by #AUTHOR_TAG  . Formally, this model takes the form of probability distribution P ori (o(L i,S→T ), o(R i,S→T )|Y i,S→T ), which conditions the reordering on the lexical identity of the",5
"The reordering models we describe follow our previous work using function word models for translation ( Setiawan et al. , 2007 ; #AUTHOR_TAG )  . The core hypothesis in this work is that function words provide robust clues to the reordering patterns of the phrases surrounding them. To make this insight useful for alignment, we develop features that score the alignment configuration of the neighboring phrases of a function word (which functions as an anchor) using two kinds of",2
"Ri , S â T extend beyond the neighboring function word phrase pairs , we utilize the pairwise dominance model of #AUTHOR_TAG  . Taking",5
"In our previous work ( #AUTHOR_TAG )  , we started an initial investigation on conversation entailment . We have collected a dataset of 875 instances. Each instance consists of a conversation segment and a hypothesis (as described in Section 1). The hypotheses are statements about conversation participants and are further categorized into four types: about their profile information, their beliefs and opinions, their desires, and their communicative intentions. We developed an approach that is motivated by previous work on textual entailment. We use clauses in the",2
"Using the implicit modeling of argument consistency , we follow the same approach as in our previous work ( #AUTHOR_TAG )  and trained a logistic regression model to predict verb alignment based on the features in Table 1 .</s>",2
"Note that in our original work ( #AUTHOR_TAG )  , only development data were used to show some initial observations. Here we trained our mod- els on the development data and results shown are from the testing data.</s>",1
. This alignment is obtained by following the same set of rules learned from the development dataset as in ( #AUTHOR_TAG )  .</s>,5
"To address this limitation , our previous work ( #AUTHOR_TAG )  has initiated an investigation on the problem of conversation entailment . The problem was formulated as follows: given a conversation discourse D and a hypothesis H concerning its participant, the goal was to identify whether D entails H. For instance, as in Example ",2
"In our previous work ( #AUTHOR_TAG )  , conversation entailment is formulated as the following : given a conversation segment D which is represented by a set of clauses D = d1 â§ ... â§ dm , and a hypothesis H represented by another set of clauses H = h1 â§ ... â§ hn , the prediction on whether D entails H is determined by the product of prob",2
". We use the structures previously used by #AUTHOR_TAG  , and propose one new structure . Although we experimented with all of their structures, 3 here we only present the ones that perform best for our classification task.",5
structures perform the best. This revalidates the observation of #AUTHOR_TAG  that phrase structure representations and dependency representations add complimentary value to the learning task .,1
the PET and GR kernel perform similar : this is different from the results of ( #AUTHOR_TAG )  where GR performed much worse than</s>,1
"<s> Our results also confirm the insights gained by #AUTHOR_TAG  , who observed that in crossdomain polarity analysis adding more training data is not always beneficial . Apparently even the smallest training dataset (cameras) contain enough feature instances to learn a model which performs well on the testing data.</s>",1
"ially different. For future work , we might investigate how machine learning algorithms , which are specifically designed for the problem of domain adaptation ( Blitzer et al. , 2007 ; #AUTHOR_TAG )  , perform in comparison to our approach . Since three of the features we employed in our CRF-based approach are based on the respective opinion expressions, it is to investigate",3
"ially different. For future work , we might investigate how machine learning algorithms , which are specifically designed for the problem of domain adaptation ( #AUTHOR_TAG ; Jiang and Zhai , 2007 )  , perform in comparison to our approach . Since three of the features we employed in our CRF-based approach are based on the respective opinion expressions, it is to investigate",3
"An implementation of the transition-based dependency parsing frame- work ( #AUTHOR_TAG )  using an arc-eager transi- tion strategy and are trained using the percep- tron algorithm as in Zhang and Clark (2008)  with a beam size of 8. Beams with varying sizes can be used to produce k-best lists. The features used by all models are: the part-of- speech tags of the first four words on the buffer and of the top two words on the stack; the word identities of the first two words on the buffer and of the top word on the stack; the word iden- tity of the syntactic head of the top word on the stack (if available); dependency arc label iden- tities for the top word on the stack, the left and rightmost modifier of the top word on the stack, and the",5
"There have been a number of efforts to exploit weak or external signals of quality to train better prediction models. This includes work on generalized expectation ( Mann and McCallum , 2010 )  , posterior regularization ( Ganchev et al. , 2010 )  and constraint driven learning ( Chang et al. , 2007 ; #AUTHOR_TAG )  . The work of Chang et al. (2007)  on constraint driven learning is perhaps the",0
"-factored parameterization (McDonald et al., 2005) . We use the non-projective k-best MST algorithm to generate k-best lists ( #AUTHOR_TAG )  , where k = 8 for the experiments in this paper .",5
"Another application of the augmented-loss framework is to improve parser domain portability in the presence of partially labeled data. Consider, for example, the case of questions. #AUTHOR_TAG  observed that dependency parsers tend to do quite poorly when parsing questions due to their limited exposure to them in the news corpora from the PennTreebank . Table 2   We consider the situation where",1
1Our rules are similar to those from #AUTHOR_TAG  .</s>,1
"sers has motivated a resumed interest in utilizing the output of parsing as an input to many downstream natural language processing tasks. This includes work on question answering ( Wang et al. , 2007 )  , sentiment analysis ( #AUTHOR_TAG )  , MT reordering ( Xu et al. , 2009 )  , and many other tasks . In",0
An implementation of graph- based parsing algorithms with an arc-factored parameterization ( #AUTHOR_TAG )  . We use the non-projective k-best M,5
", a parser is used to first parse a set of manually reordered sentences to produce k-best lists. The parse with the best reordering score is then fixed and added back to the training set and a new parser is trained on resulting data. The method is called targeted self-training as it is similar in vein to self-training ( #AUTHOR_TAG )  , with the exception that the new parse data is targeted to produce accurate word reorderings . Our method differs as it does not statically fix a",1
"EOR scoring metric. Though we could have used a further downstream measure like BLEU , METEOR has also been shown to directly correlate with translation quality ( #AUTHOR_TAG )  and is simpler to measure .",4
"sers has motivated a resumed interest in utilizing the output of parsing as an input to many downstream natural language processing tasks. This includes work on question answering ( Wang et al. , 2007 )  , sentiment analysis ( Nakagawa et al. , 2010 )  , MT reordering ( #AUTHOR_TAG )  , and many other tasks . In",0
"• Transition-based: An implementation of the transition-based dependency parsing framework ( Nivre , 2008 )  using an arc-eager transition strategy and are trained using the perceptron algorithm as in #AUTHOR_TAG  with a beam size of 8 . Be",5
"to many downstream natural language processing tasks. This includes work on question answering (Wang et al., 2007) , sentiment analysis (Nakagawa et al., 2010) , MT reordering (Xu et al., 2009) , and many other tasks. In most cases , the accuracy of parsers degrades when run on out-of-domain data ( Gildea , 2001 ; McClosky et al. , 2006 ; #AUTHOR_TAG ; Petrov et al. , 2010 )  . But these accuracies are measured with respect to gold-standard out-of-domain parse",0
"In terms of treebank data , the primary training corpus is the Penn Wall Street Journal Treebank ( PTB ) ( #AUTHOR_TAG )  . We also make use of the Brown corpus, and the Question Treebank (QTB) (Judge et al., 2006 </s>",5
"to many downstream natural language processing tasks. This includes work on question answering (Wang et al., 2007) , sentiment analysis (Nakagawa et al., 2010) , MT reordering (Xu et al., 2009) , and many other tasks. In most cases , the accuracy of parsers degrades when run on out-of-domain data ( Gildea , 2001 ; #AUTHOR_TAG ; Blitzer et al. , 2006 ; Petrov et al. , 2010 )  . But these accuracies are measured with respect to gold-standard out-of-domain parse",0
"The work that is most similar to ours is that of #AUTHOR_TAG  , who introduced the Constraint Driven Learning algorithm ( CODL ) . Their algorithm specifically optimizes a loss function with the addition of constraints based on unlabeled data (what we call extrinsic datasets). For each unlabeled example, they use the current model along with their set of constraints to select a set of k automatically labeled examples which best meet the constraints. These induced examples are then added to their training set and, after processing each unlabeled dataset, they perform full model optimization with the concatenation of training data and newly generated training items. The augmented-loss algorithm can be viewed as an online version of this algorithm which performs",1
", we also evaluate the method on alternate extrinsic loss functions. #AUTHOR_TAG  presented a perceptron-based algorithm for learning the phrase-translation parameters in a statistical machine translation system . Similar to the inline-ranker loss function presented here, they use a k-best lists of hypotheses in order to identify parameters which can improve a global objective function: BLEU score. In their work, they are interested in learning a parameterization over translation phrases (including the underlying wordalignment) which optimizes the BLEU score. Their goal is considerably different; they want to incorporate additional features into their model and define an objective function which allows them to do so; whereas, we",1
"A recent study by #AUTHOR_TAG  also investigates the task of training parsers to improve MT reordering . In that work, a parser is used to first parse a set of manually reordered sentences to produce k-best lists. The parse with the best reordering score is then fixed and added back to the training set and a new parser is trained on resulting data. The method is called targeted self-training as it is similar in vein to self-training (McClosky et al., 2006) , with the exception that the new parse data is targeted to produce accurate word reorderings. Our method differs as",1
"Optimizing for dependency arc length is particularly important as parsers tend to do worse on longer dependencies (McDonald and Nivre, 2007)  and these dependencies are typically the most meaningful for down- stream tasks, e.g., main verb dependencies for tasks like information extraction ( #AUTHOR_TAG )  and textual entailment ( Berant et al. , 2010 )  .</s>",0
"Proof. Identical to the standard perceptron proof , e.g. , #AUTHOR_TAG  , by inserting in loss-separability for normal separability .</s>",0
". Optimizing for dependency arc length is particularly important as parsers tend to do worse on longer dependencies ( #AUTHOR_TAG )  and these dependencies are typically the most meaningful for downstream tasks , e.g. , main verb dependencies for tasks like information extraction (Yates and Etzioni, 2009)  and textual entailment (Berant et al., 2010) .</s>",4
"to many downstream natural language processing tasks. This includes work on question answering (Wang et al., 2007) , sentiment analysis (Nakagawa et al., 2010) , MT reordering (Xu et al., 2009) , and many other tasks. In most cases , the accuracy of parsers degrades when run on out-of-domain data ( #AUTHOR_TAG ; McClosky et al. , 2006 ; Blitzer et al. , 2006 ; Petrov et al. , 2010 )  . But these accuracies are measured with respect to gold-standard out-of-domain parse",0
