token_context,word_context,seg_context,sent_cotext,label
"['', 'With the advent of the Semantic Web, several recommender systems started to adopt ontologies for representing both user interests and items #TAUTHOR_TAG .', '']","['according to a set of features [16].', 'With the advent of the Semantic Web, several recommender systems started to adopt ontologies for representing both user interests and items #TAUTHOR_TAG .', '']","['', 'With the advent of the Semantic Web, several recommender systems started to adopt ontologies for representing both user interests and items #TAUTHOR_TAG .', '']","['-based recommender systems [15] rely on a pre-existing domain knowledge to suggest items more similar to the ones that the user seems to like.', 'They usually generate user models that describe user interests according to a set of features [16].', 'With the advent of the Semantic Web, several recommender systems started to adopt ontologies for representing both user interests and items #TAUTHOR_TAG .', '']",0
"['commender systems are software tools and methods which provide suggestions for items to users, according to their preferences and needs [13].', 'They are typically classified as collaborative filtering approaches, content-based filtering approaches and hybrid approaches #TAUTHOR_TAG']","['commender systems are software tools and methods which provide suggestions for items to users, according to their preferences and needs [13].', 'They are typically classified as collaborative filtering approaches, content-based filtering approaches and hybrid approaches #TAUTHOR_TAG']","['commender systems are software tools and methods which provide suggestions for items to users, according to their preferences and needs [13].', 'They are typically classified as collaborative filtering approaches, content-based filtering approaches and hybrid approaches #TAUTHOR_TAG']","['commender systems are software tools and methods which provide suggestions for items to users, according to their preferences and needs [13].', 'They are typically classified as collaborative filtering approaches, content-based filtering approaches and hybrid approaches #TAUTHOR_TAG']",0
"['-based recommender systems #TAUTHOR_TAG rely on a pre-existing domain knowledge to suggest items more similar to the ones that the user seems to like.', 'They usually generate user models that describe user interests according to a set of features [16].', '']","['-based recommender systems #TAUTHOR_TAG rely on a pre-existing domain knowledge to suggest items more similar to the ones that the user seems to like.', 'They usually generate user models that describe user interests according to a set of features [16].', '']","['-based recommender systems #TAUTHOR_TAG rely on a pre-existing domain knowledge to suggest items more similar to the ones that the user seems to like.', 'They usually generate user models that describe user interests according to a set of features [16].', '']","['-based recommender systems #TAUTHOR_TAG rely on a pre-existing domain knowledge to suggest items more similar to the ones that the user seems to like.', 'They usually generate user models that describe user interests according to a set of features [16].', '']",0
"['commender systems are software tools and methods which provide suggestions for items to users, according to their preferences and needs #TAUTHOR_TAG .', 'They are typically classified as collaborative filtering approaches, content-based filtering approaches and hybrid approaches [14']","['commender systems are software tools and methods which provide suggestions for items to users, according to their preferences and needs #TAUTHOR_TAG .', 'They are typically classified as collaborative filtering approaches, content-based filtering approaches and hybrid approaches [14']","['commender systems are software tools and methods which provide suggestions for items to users, according to their preferences and needs #TAUTHOR_TAG .', 'They are typically classified as collaborative filtering approaches, content-based filtering approaches and hybrid approaches [14']","['commender systems are software tools and methods which provide suggestions for items to users, according to their preferences and needs #TAUTHOR_TAG .', 'They are typically classified as collaborative filtering approaches, content-based filtering approaches and hybrid approaches [14']",0
"['', 'We are thus exploring the option of using datasets such as CrossRef 12 , Dimensions 13 , OpenCitations [11], and Core #TAUTHOR_TAG']","['', 'We are thus exploring the option of using datasets such as CrossRef 12 , Dimensions 13 , OpenCitations [11], and Core #TAUTHOR_TAG']","['', 'We are thus exploring the option of using datasets such as CrossRef 12 , Dimensions 13 , OpenCitations [11], and Core #TAUTHOR_TAG']","['', 'We are thus exploring the option of using datasets such as CrossRef 12 , Dimensions 13 , OpenCitations [11], and Core #TAUTHOR_TAG']",3
"['', 'We are thus exploring the option of using datasets such as CrossRef 12 , Dimensions 13 , OpenCitations #TAUTHOR_TAG , and Core [12']","['', 'We are thus exploring the option of using datasets such as CrossRef 12 , Dimensions 13 , OpenCitations #TAUTHOR_TAG , and Core [12']","['', 'We are thus exploring the option of using datasets such as CrossRef 12 , Dimensions 13 , OpenCitations #TAUTHOR_TAG , and Core [12']","['', 'We are thus exploring the option of using datasets such as CrossRef 12 , Dimensions 13 , OpenCitations #TAUTHOR_TAG , and Core [12']",3
"['assess the similarity of two semantic vectors using the cosine similarity #TAUTHOR_TAG , since this measure relies on the orientation but not the magnitude of the topic weights in the vector space, allowing us to compare editorial products associated with a different number of chapters.', 'The similarity computation is carried out offline']","['assess the similarity of two semantic vectors using the cosine similarity #TAUTHOR_TAG , since this measure relies on the orientation but not the magnitude of the topic weights in the vector space, allowing us to compare editorial products associated with a different number of chapters.', 'The similarity computation is carried out offline']","['assess the similarity of two semantic vectors using the cosine similarity #TAUTHOR_TAG , since this measure relies on the orientation but not the magnitude of the topic weights in the vector space, allowing us to compare editorial products associated with a different number of chapters.', 'The similarity computation is carried out offline']","['assess the similarity of two semantic vectors using the cosine similarity #TAUTHOR_TAG , since this measure relies on the orientation but not the magnitude of the topic weights in the vector space, allowing us to compare editorial products associated with a different number of chapters.', 'The similarity computation is carried out offline']",0
"['years.', 'We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal [8] and recently migrated to SciGraph #TAUTHOR_TAG .', 'Such identifiers make sure that the conference series links all relevant conferences, regardless of name changes (e.g., after a few years the ""European Semantic Web Conference"" became the ""Extended Semantic Web Conference"") and acronyms']","['years.', 'We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal [8] and recently migrated to SciGraph #TAUTHOR_TAG .', 'Such identifiers make sure that the conference series links all relevant conferences, regardless of name changes (e.g., after a few years the ""European Semantic Web Conference"" became the ""Extended Semantic Web Conference"") and acronyms']","['the last five years.', 'We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal [8] and recently migrated to SciGraph #TAUTHOR_TAG .', 'Such identifiers make sure that the conference series links all relevant conferences, regardless of name changes (e.g., after a few years the ""European Semantic Web Conference"" became the ""Extended Semantic Web Conference"") and acronyms']","['', 'We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal [8] and recently migrated to SciGraph #TAUTHOR_TAG .', 'Such identifiers make sure that the conference series links all relevant conferences, regardless of name changes (e.g., after a few years the ""European Semantic Web Conference"" became the ""Extended Semantic Web Conference"") and acronyms']",0
"['', 'We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal #TAUTHOR_TAG and recently migrated to SciGraph [9].', 'Such identifiers make sure that the conference series links all relevant conferences, regardless of name changes (e.g., after a few years the ""European Semantic Web Conference"" became the ""Extended Semantic Web Conference"") and acronyms']","['', 'We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal #TAUTHOR_TAG and recently migrated to SciGraph [9].', 'Such identifiers make sure that the conference series links all relevant conferences, regardless of name changes (e.g., after a few years the ""European Semantic Web Conference"" became the ""Extended Semantic Web Conference"") and acronyms']","['', 'We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal #TAUTHOR_TAG and recently migrated to SciGraph [9].', 'Such identifiers make sure that the conference series links all relevant conferences, regardless of name changes (e.g., after a few years the ""European Semantic Web Conference"" became the ""Extended Semantic Web Conference"") and acronyms']","['', 'We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal #TAUTHOR_TAG and recently migrated to SciGraph [9].', 'Such identifiers make sure that the conference series links all relevant conferences, regardless of name changes (e.g., after a few years the ""European Semantic Web Conference"" became the ""Extended Semantic Web Conference"") and acronyms']",0
"['and the Pragmatic Ontology Evolution Framework #TAUTHOR_TAG , an approach to ontology evolution that is able to select new concepts on the basis of their contribution to specific computational tasks']","['and the Pragmatic Ontology Evolution Framework #TAUTHOR_TAG , an approach to ontology evolution that is able to select new concepts on the basis of their contribution to specific computational tasks']","['and the Pragmatic Ontology Evolution Framework #TAUTHOR_TAG , an approach to ontology evolution that is able to select new concepts on the basis of their contribution to specific computational tasks']",[' #TAUTHOR_TAG'],0
"['.', ' #AUTHOR_TAG applied cards to create innovative ways to teach mathematics; #TAUTHOR_TAG and #AUTHOR_TAG to support the design for playfulness; both #AUTHOR_TAG and #AUTHOR_TAG used cards as an']","['topic.', ' #AUTHOR_TAG applied cards to create innovative ways to teach mathematics; #TAUTHOR_TAG and #AUTHOR_TAG to support the design for playfulness; both #AUTHOR_TAG and #AUTHOR_TAG used cards as an']","['', ' #AUTHOR_TAG applied cards to create innovative ways to teach mathematics; #TAUTHOR_TAG and #AUTHOR_TAG to support the design for playfulness; both #AUTHOR_TAG and #AUTHOR_TAG used cards as']","[""the HCI domain, cards have been applied in a range of contexts, with considerable distinction in terms of purpose, content, and target audience's expertise."", 'Naming a few, #AUTHOR_TAG showed positive results in using cards to design banking technologies for and with people with limited familiarity with the topic.', ' #AUTHOR_TAG applied cards to create innovative ways to teach mathematics; #TAUTHOR_TAG and #AUTHOR_TAG to support the design for playfulness; both #AUTHOR_TAG and #AUTHOR_TAG used cards as an inspiration tool to define and explore preliminary design ideas; and Halskov and Dalsg�_rd (2006) to explore how to apply technology to concepts from domain studies']",0
"['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #TAUTHOR_TAG .', 'Identifying']","['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #TAUTHOR_TAG .', 'Identifying']","['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #TAUTHOR_TAG .', 'Identifying everyday sexism and']","['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #TAUTHOR_TAG .', ""Identifying everyday sexism and its different forms, empathising with other people's experiences, and reflecting on them are seen as possible ways to contribute to gender equality #AUTHOR_TAG ."", '']",5
"['.', 'For supporting the design of cards, #TAUTHOR_TAG and #AUTHOR_TAG proposed some participatory design principles for transcribing diversified experiences and knowledge to the cards']","['them.', 'For supporting the design of cards, #TAUTHOR_TAG and #AUTHOR_TAG proposed some participatory design principles for transcribing diversified experiences and knowledge to the cards']","['.', 'For supporting the design of cards, #TAUTHOR_TAG and #AUTHOR_TAG proposed some participatory design principles for transcribing diversified experiences and knowledge to the cards']","['', 'For supporting the design of cards, #TAUTHOR_TAG and #AUTHOR_TAG proposed some participatory design principles for transcribing diversified experiences and knowledge to the cards']",4
"['', 'Following the process of reflection presented by #TAUTHOR_TAG (1996), in the new version the first word of 4 questions were added as a visual prompt.', '']","['', 'Following the process of reflection presented by #TAUTHOR_TAG (1996), in the new version the first word of 4 questions were added as a visual prompt.', '']","['', 'Following the process of reflection presented by #TAUTHOR_TAG (1996), in the new version the first word of 4 questions were added as a visual prompt.', '']","['', 'Following the process of reflection presented by #TAUTHOR_TAG (1996), in the new version the first word of 4 questions were added as a visual prompt.', '']",0
"['lived experiences were extracted from a website called everydaysexism.com where people shared their experiences on everyday sexism #TAUTHOR_TAG et al., 2017']","['lived experiences were extracted from a website called everydaysexism.com where people shared their experiences on everyday sexism #TAUTHOR_TAG et al., 2017).', '']","['', 'The lived experiences were extracted from a website called everydaysexism.com where people shared their experiences on everyday sexism #TAUTHOR_TAG et al., 2017']","['', 'The lived experiences were extracted from a website called everydaysexism.com where people shared their experiences on everyday sexism #TAUTHOR_TAG et al., 2017).', '']",0
"['', 'A study compared PLEX Cards, which contain a definition and an informative illustration; and DIXIT Cards, which represent abstract illustrations, and found similar results in terms of numbers of ideas generated #TAUTHOR_TAG et al., 2014).', '']","['', 'A study compared PLEX Cards, which contain a definition and an informative illustration; and DIXIT Cards, which represent abstract illustrations, and found similar results in terms of numbers of ideas generated #TAUTHOR_TAG et al., 2014).', '']","['', 'A study compared PLEX Cards, which contain a definition and an informative illustration; and DIXIT Cards, which represent abstract illustrations, and found similar results in terms of numbers of ideas generated #TAUTHOR_TAG et al., 2014).', '']","['ustrations are arguably a source of inspiration and an important element in the aesthetics of cards #AUTHOR_TAG .', 'A study compared PLEX Cards, which contain a definition and an informative illustration; and DIXIT Cards, which represent abstract illustrations, and found similar results in terms of numbers of ideas generated #TAUTHOR_TAG et al., 2014).', '']",1
"['', ""Identifying everyday sexism and its different forms, empathising with other people's experiences, and reflecting on them are seen as possible ways to contribute to gender equality #TAUTHOR_TAG et al., 2013)."", '']","['', ""Identifying everyday sexism and its different forms, empathising with other people's experiences, and reflecting on them are seen as possible ways to contribute to gender equality #TAUTHOR_TAG et al., 2013)."", '']","['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #AUTHOR_TAG .', ""Identifying everyday sexism and its different forms, empathising with other people's experiences, and reflecting on them are seen as possible ways to contribute to gender equality #TAUTHOR_TAG et al., 2013)."", '']","['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #AUTHOR_TAG .', ""Identifying everyday sexism and its different forms, empathising with other people's experiences, and reflecting on them are seen as possible ways to contribute to gender equality #TAUTHOR_TAG et al., 2013)."", '']",0
"['.', 'Most of the participatory models to design educational games are founded on educational theories and game design (see for example: #TAUTHOR_TAG et al., 2015).', 'Some more recent models, though, have also included domain experts to define the learning content of the educational game #AUTHOR_TAG']","['have to be defined #AUTHOR_TAG De #AUTHOR_TAG .', 'Most of the participatory models to design educational games are founded on educational theories and game design (see for example: #TAUTHOR_TAG et al., 2015).', 'Some more recent models, though, have also included domain experts to define the learning content of the educational game #AUTHOR_TAG']","['have to be defined #AUTHOR_TAG De #AUTHOR_TAG .', 'Most of the participatory models to design educational games are founded on educational theories and game design (see for example: #TAUTHOR_TAG et al., 2015).', 'Some more recent models, though, have also included domain experts to define the learning content of the educational game #AUTHOR_TAG .', '']","['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #AUTHOR_TAG De #AUTHOR_TAG .', 'Most of the participatory models to design educational games are founded on educational theories and game design (see for example: #TAUTHOR_TAG et al., 2015).', 'Some more recent models, though, have also included domain experts to define the learning content of the educational game #AUTHOR_TAG .', '']",4
"['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #TAUTHOR_TAG et al., 2016).', 'Most of the participatory models to design educational']","['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #TAUTHOR_TAG et al., 2016).', 'Most of the participatory models to design educational']","['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #TAUTHOR_TAG et al., 2016).', 'Most of the participatory models to design educational games are founded']","['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #TAUTHOR_TAG et al., 2016).', '']",0
"['', 'Some more recent models, though, have also included domain experts to define the learning content of the educational game #TAUTHOR_TAG et al., 2017).', '']","['', 'Some more recent models, though, have also included domain experts to define the learning content of the educational game #TAUTHOR_TAG et al., 2017).', '']","['', 'Some more recent models, though, have also included domain experts to define the learning content of the educational game #TAUTHOR_TAG et al., 2017).', '']","['', 'Most of the participatory models to design educational games are founded on educational theories and game design (see for example: #AUTHOR_TAG .', 'Some more recent models, though, have also included domain experts to define the learning content of the educational game #TAUTHOR_TAG et al., 2017).', '']",4
"['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #TAUTHOR_TAG et al., 2015;De #AUTHOR_TAG .', 'Most of the participatory models to design']","['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #TAUTHOR_TAG et al., 2015;De #AUTHOR_TAG .', 'Most of the participatory models to design']","['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #TAUTHOR_TAG et al., 2015;De #AUTHOR_TAG .', 'Most of the participatory models to design']","['lying co-design to educational games has the potential to generate more effective educational outcomes.', 'Yet, it represents a challenge as best practices to co-design such games, which require technical, conceptual and educational skills, still have to be defined #TAUTHOR_TAG et al., 2015;De #AUTHOR_TAG .', '']",1
"['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #TAUTHOR_TAG et al., 2009; #AUTHOR_TAG .', 'Ident']","['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #TAUTHOR_TAG et al., 2009; #AUTHOR_TAG .', 'Identifying everyday sexism and']","['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #TAUTHOR_TAG et al., 2009; #AUTHOR_TAG .', 'Identifying everyday sexism and']","['day sexism rests on the concept that sexism is either faced or reproduced on a daily basis but is rarely noticed #TAUTHOR_TAG et al., 2009; #AUTHOR_TAG .', '']",4
"['', 'In a related study, Mryglod et al.', ' #TAUTHOR_TAG used departmental h-index aggregation to predict REF rankings.', 'Their work was completed before December 2014 when the REF results were published and contained ranking predictions based on their model with some degree of success.', 'They also experimented by normalising the h-index for each year between 2008 and 2014 but surprisingly found little evidence that timescale played a part in the strength of the correlations they found.', '']","['', 'In a related study, Mryglod et al.', ' #TAUTHOR_TAG used departmental h-index aggregation to predict REF rankings.', 'Their work was completed before December 2014 when the REF results were published and contained ranking predictions based on their model with some degree of success.', 'They also experimented by normalising the h-index for each year between 2008 and 2014 but surprisingly found little evidence that timescale played a part in the strength of the correlations they found.', '']","['', 'In a related study, Mryglod et al.', ' #TAUTHOR_TAG used departmental h-index aggregation to predict REF rankings.', 'Their work was completed before December 2014 when the REF results were published and contained ranking predictions based on their model with some degree of success.', 'They also experimented by normalising the h-index for each year between 2008 and 2014 but surprisingly found little evidence that timescale played a part in the strength of the correlations they found.', '']","['', 'In a related study, Mryglod et al.', ' #TAUTHOR_TAG used departmental h-index aggregation to predict REF rankings.', 'Their work was completed before December 2014 when the REF results were published and contained ranking predictions based on their model with some degree of success.', 'They also experimented by normalising the h-index for each year between 2008 and 2014 but surprisingly found little evidence that timescale played a part in the strength of the correlations they found.', '']",0
"['the PRFS in Norway and Australia are both used for research evaluation but are not used for funding distribution #TAUTHOR_TAG .', '']","['the PRFS in Norway and Australia are both used for research evaluation but are not used for funding distribution #TAUTHOR_TAG .', '']","['the PRFS in Norway and Australia are both used for research evaluation but are not used for funding distribution #TAUTHOR_TAG .', '']","['', 'Furthermore, the PRFS in Norway and Australia are both used for research evaluation but are not used for funding distribution #TAUTHOR_TAG .', '']",0
"['', 'Mingers #TAUTHOR_TAG recently completed an investigation that collected total citation counts from Google Scholar (GS) for the top 50 academics 1 from each UK institute and he found strong correlations with overall REF rankings.', '']","['and departmental h-index.', 'Mingers #TAUTHOR_TAG recently completed an investigation that collected total citation counts from Google Scholar (GS) for the top 50 academics 1 from each UK institute and he found strong correlations with overall REF rankings.', '']","['and departmental h-index.', 'Mingers #TAUTHOR_TAG recently completed an investigation that collected total citation counts from Google Scholar (GS) for the top 50 academics 1 from each UK institute and he found strong correlations with overall REF rankings.', '']","['', 'Mingers #TAUTHOR_TAG recently completed an investigation that collected total citation counts from Google Scholar (GS) for the top 50 academics 1 from each UK institute and he found strong correlations with overall REF rankings.', '']",1
