CC,label
"the dynamics of the carbon cycle of North America and adjacent oceans, and to chart a course for improved integration across scientific disciplines, scales, and Earth system boundaries (#AUTHOR_TAG  et al., 2007). Following this meeting, a 2011 US Carbon Cycle Science Plan was published",0
"vival rates of patients with pancreatic cancer have improved only marginally during the last 30 years with a 5-year survival rate of only 6 % #AUTHOR_TAG . In contrast, the prognosis of patients with rectal carcinoma has improved substantially during the same timeframe",0
The patients in this trial were treated with 3D-conformal plans which have recently been shown to be equally effective and not significantly more toxic as IMRT plans in the neoadjuvant setting #AUTHOR_TAG .</s>,1
"v2.0 and RTOG/EORTC recommendations for classifying late toxic effects of radiotherapy [24,25]. Perioperative complications were graded by Dindo's classification #AUTHOR_TAG .</s>",5
"<s> Acute toxicity and adverse effects were reported using the NCI common toxicity criteria v2.0 and RTOG/EORTC recommendations for classifying late toxic effects of radiotherapy [#AUTHOR_TAG ,25]. Perioperative complications were graded by Dindo's classification [26].</s>",5
<s> Resection specimens were graded and classified according to the sixth UICC TNM system #AUTHOR_TAG . Assessment of response to neoadjuvant therapy was based on contrastenhanced restaging CT scans 6 weeks after completion of chemoradiation. RECIST criteria were used,5
"tumor) or 50.4 Gy [regional lymph nodes, planning target volume (PTV ___ 800 ml)] #AUTHOR_TAG . Dosis modifications in case of toxicity of chemotherapy were specified separately for gemcitabine and cisplatin",5
the improved tolerability of treatment in this trial compared to others avoiding loss of weight which was described to be a negative prognostic factor after neoadjuvant chemoradiotherapy #AUTHOR_TAG . The patients in this trial were treated with 3D-conformal plans which have recently been shown to be equally effective and not,5
". Hematologic toxicity of gemcitabine-based CRT is directly related to radiotherapy volume and, therefore, volumes were strictly limited #AUTHOR_TAG [32][33]. Additionally, consequent supportive therapy may explain the improved tolerability of treatment in this trial compared to",5
"Therefore, higher R0 resection rates after neoadjuvant treatment are expected to have an impact on survival [17,#AUTHOR_TAG ,[28][29][30].</s>",1
"gnostic value of margin status. Therefore, higher R0 resection rates after neoadjuvant treatment are expected to have an impact on survival [#AUTHOR_TAG ,18,[28][29][30].</s>",1
"the same timeframe [2]. This progress was due to standardizing surgical therapy [3] worldwide and by the implementation of multimodal therapy #AUTHOR_TAG [5][6]. Moreover, in rectal cancer it was found early that a clear circumferential margin is important and that even margins",1
"gnosis of patients with rectal carcinoma has improved substantially during the same timeframe [2]. This progress was due to standardizing surgical therapy #AUTHOR_TAG  worldwide and by the implementation of multimodal therapy [4][5][6]. Moreover, in rectal cancer it was found early",1
"with adjuvant treatment, especially with the CONKO-001 trial conducted in the same population and with an observation arm [#AUTHOR_TAG ,27]. However, the fundamental difference between the reported trial here and adjuvant treatment is that the latter only includes patients after resection and pathological staging",1
"at microscopic scales (t < __), and asymptotical convergence to an inverse power law Novikov et al., 1997; Linkenkaer-Hansen et al., 2001;Gong et al., 2002;Freeman et al., 2003; Stam and de Bruin, 2004;#AUTHOR_TAG  et al., 2007;van de Ville et al., 2010;Freyer et al., 2012) . For _� ___ 1, the correlation time __ C and the corresponding correlation length __ diverge.",0
"related. The dynamics incorporates extended memory and temporal non-locality. Ordinary exponential relaxation is replaced by complex, viz. Mittag-Leffler (#AUTHOR_TAG  et al., 2007a) scaling, with stretched exponential relaxation ___ exp __�(t/__) _� at microscopic scales (t < __), and asymptotical convergence",0
"constant velocity, given by the scaling exponent (Sornette, 2004) . The break-down of scale invariance (Ciuciu et al., 2011 (Ciuciu et al., , 2012#AUTHOR_TAG  et al., 2012) is tantamount to velocity changes.</s>",0
".e., a spatial distribution of time scales, but also time scales emerging from cooperative or competitive phenomena, which typically display regimes and unfold at scales different from those of spatially local components (#AUTHOR_TAG  et al., 2007b;Allegrini et al., 2011) . Space-induced time scales can also stem from temporal non-localities induced by transmission delays, and from transients,",0
"able of the system in the absence of the disturbance and the (non-equilibrium) response R(t) of a system to small external perturbations (Kubo, 1966) . Suitably modified versions of the FDT also hold for out-of-equilibrium systems (Cugliandolo et al., 1997;#AUTHOR_TAG and Ritort, 2003;Pottier and Mauger, 2004;Allegrini et al., 2007;Aquino et al., 2007) .</s>",0
"a translation in space, brain activity can be seen as stemming from a system moving at constant velocity, given by the scaling exponent (Sornette, 2004) . The break-down of scale invariance (#AUTHOR_TAG  et al., 2011(Ciuciu et al., , 2012Zilber et al., 2012)  is tantamount to velocity changes.</s>",0
"relation C(t) of fluctuations of some observable of the system in the absence of the disturbance and the (non-equilibrium) response R(t) of a system to small external perturbations (#AUTHOR_TAG , 1966). Suitably modified versions of the FDT also hold for out-of-equilibrium systems (Cugliandolo et al., 1997;Crisanti and Ritort, 2003;Pottier and Mauger, 2004;Allegrini et al., 2007;Aquino et al., 2007) .</s>",0
"microscopic scales (t < __), and asymptotical convergence to an inverse power law Novikov et al., 1997; Linkenkaer-Hansen et al., 2001;Gong et al., 2002;Freeman et al., 2003; Stam and de Bruin, 2004;Buiatti et al., 2007; van de Ville et al., 2010;#AUTHOR_TAG  et al., 2012). For _� ___ 1, the correlation time __ C and the corresponding correlation length __ diverge.",0
"<s> The research design was based on Patton's [25] description of qualitative process evaluation and guidelines for the evaluation of complex interventions #AUTHOR_TAG . The aim of the study was to get in-depth knowledge of patients' experience of health-related change, and empirical data was collected by means of qualitative interviews. The",0
"constitutes an important resource for coping and health, and that patient's bodily knowledge is developed through a dynamic, nonlinear process of learning and health-related change in interaction with the environment #AUTHOR_TAG . Theoretical inspiration for the intervention was also drawn from Antonovsky's [23] theory on health as a dynamic continuum and Merleau-Ponty'",5
orig and colleagues in the USA [10] and the Vitality Training Program (VTP) developed by Steen and Haugli #AUTHOR_TAG  in Norway. Research findings showed that the lay-led CDSME program resulted in improved health status and reduced health care costs among patients suffering,5
Theoretical inspiration for the intervention was also drawn from Antonovsky's [23] theory on health as a dynamic continuum and Merleau-Ponty's #AUTHOR_TAG  phenomenological theory of the body as a foundation for knowledge and existence.</s>,5
"through a dynamic, nonlinear process of learning and health-related change in interaction with the environment [22]. Theoretical inspiration for the intervention was also drawn from Antonovsky's #AUTHOR_TAG  theory on health as a dynamic continuum and Merleau-Ponty's [24] phenomenological theory of the body as a foundation for",5
"a need to engage patients in health promotion work in order to prevent further deterioration, to strengthen their health and their capacity to participate in society #AUTHOR_TAG  [2]. Interventions based on such work will reflect the philosophical perspective of ""health within illness"", which",0
"<s> The intervention was based on Bodyknowledging theory [20] #AUTHOR_TAG . The theory asserts that individuals with chronic illness have bodily knowledge that constitutes an important resource for coping and health, and that patient's bodily",0
"<s> The intervention was based on Bodyknowledging theory #AUTHOR_TAG  [21]. The theory asserts that individuals with chronic illness have bodily knowledge that constitutes an important resource for coping and health, and that patient'",0
showed that the intervention did not appear to impact self-efficacy and failed to influence outcomes such as mood or social outcomes #AUTHOR_TAG . This was also confirmed in a Cochrane review that focused on the outcomes of CDSME [1,1
findings showed that the lay-led CDSME program resulted in improved health status and reduced health care costs among patients suffering from arthritis #AUTHOR_TAG  [13]. Improved health behavior and health status were also reported in a group of patients with serious mental illness,0
influence outcomes such as mood or social outcomes [15]. This was also confirmed in a Cochrane review that focused on the outcomes of CDSME #AUTHOR_TAG .</s>,0
are practiced more broadly are the Chronic Disease Self-Management Education (CDSME) developed by Lorig and colleagues in the USA #AUTHOR_TAG  and the Vitality Training Program (VTP) developed by Steen and Haugli [11,0
patient education and wellness-interventions in the context of chronic illness are often specific to particular diagnostic groups and not designed to be applied across diagnostic categories #AUTHOR_TAG  [9]. Two of the few examples of interventions that are practiced more broadly are the Chronic Disease,0
"the challenges of trying to live as well as possible within the context of physical, mental, or social discomfort and limitation [5]- #AUTHOR_TAG . However, patient education and wellness-interventions in the context of chronic illness are often specific to particular diagnostic groups and not designed",0
"of ""health within illness"", which holds that individuals living with long-term health problems are capable of experiencing health and wellbeing despite their conditions [3] #AUTHOR_TAG . Summaries of research concerning people with various long-term conditions show that they have much in common as they",0
"the challenges of trying to live as well as possible within the context of physical, mental, or social discomfort and limitation #AUTHOR_TAG - [7]. However, patient education and wellness-interventions in the context of chronic illness are often specific to particular diagnostic groups and not designed",0
"of Bodyknowledging) to be interpreted and applied by patients with different diagnoses and conditions [22]. This approach is in keeping with Paulo Freire's #AUTHOR_TAG  ""pedagogy of the oppressed"" in which dialogue serves as the main method for helping people understand their situations and act in",1
"was in line with person-centered care, which implies that patients are viewed as competent and are actively involved in the planning and conducting of their own care #AUTHOR_TAG . Professional's competence in utilizing patient's experience and bodily knowledge of health and illness was essential in this regard",1
for the first part of the analytic process. This approach contributed to the sorting of the empirical material and offered an overview of the findings. Content analysis #AUTHOR_TAG  was used to study program processes in greater depth. This implied that each interview was read through several times to obtain a sense of the whole,5
<s> The research design was based on Patton's #AUTHOR_TAG  description of qualitative process evaluation and guidelines for the evaluation of complex interventions [26]. The aim of the study was to get in-depth,0
"understand their situations and act in new ways by means of their own resources. The findings show that BKP fits into empowerment models of health promotion #AUTHOR_TAG  as health care personnel explicitly attended to patients' bodily knowledge and capabilities. Validating (supporting, confirming and challenging) this personal",0
the lay-led CDSME program resulted in improved health status and reduced health care costs among patients suffering from arthritis [12] #AUTHOR_TAG . Improved health behavior and health status were also reported in a group of patients with serious mental illness [14]. However,0
"of emotional and bodily reactions was enhanced after VTP and that awareness of their own strategies and choices in managing their life situations with illness was raised #AUTHOR_TAG . The results are promising. However, the majority of patients involved in the research on VTP and CDSME have been women with infl",0
"oskeletal pain reported reduced pain, increased pain-coping abilities and reduced health care consumption after completion VTP [17] #AUTHOR_TAG . A qualitative study described that participants' awareness of emotional and bodily reactions was enhanced after VTP and that awareness of their own strategies and choices in managing their life",1
"Studies of the outcomes showed that patients with musculoskeletal pain reported reduced pain, increased pain-coping abilities and reduced health care consumption after completion VTP #AUTHOR_TAG  [18]. A qualitative study described that participants' awareness of emotional and bodily reactions was enhanced after VTP and that awareness of their",1
wellness-interventions in the context of chronic illness are often specific to particular diagnostic groups and not designed to be applied across diagnostic categories [8] #AUTHOR_TAG . Two of the few examples of interventions that are practiced more broadly are the Chronic Disease,0
"<s> Oceanographic data (Figure 2) were gathered from two moorings deployed in Kongsfjorden and Rijpfjorden, respectively (see #AUTHOR_TAG  for details). The moorings were located in the immediate vicinity (1 km apart) to the trawling grounds in both fjords, and have been in",5
"Arctic ecosystems. Altered marine community structures [7][8][9] and a northward expansion of boreal species [10,#AUTHOR_TAG ] are common expectations, to some extent also supported by observations [12]. When species expand their distribution ranges north",5
"been anecdotally reported for polar cod from other true Arctic regions [38] and references therein, [43]#AUTHOR_TAG [45], but without being discussed nor analysed. This repeatedly observed sex-ratio pattern in Arctic domains therefore appears",0
"was higher in the Arctic compared to the Atlantic domain (Figure 4). In addition, previous studies from the American and Canadian Arctic [#AUTHOR_TAG ,39] have also reported differences in the size of polar cod between inshore and offshore areas",1
"surprisingly scattered and inconclusive, preventing a holistic understanding of its life history and ecology. Understanding life history strategies, the schedules of growth, fecundity and mortality #AUTHOR_TAG , is imperative for our ability to predict species' responses to environmental change. Importantly, there are tight couplings among altered energy acquisition, survival",0
"at young age. Males, on the other hand, for which body size does not restrict fecundity as much as in females #AUTHOR_TAG , seemed to invest more energy (e.g. higher GSI, Table 2; earlier maturation",1
", the polar cod (Boreogadus saida) is regarded as a key link in the food web between lower and higher trophic levels [19,#AUTHOR_TAG ]. Polar cod has been a focal point for studies of climate [11,[21][22][23",0
"Arctic marine ecosystems, the polar cod (Boreogadus saida) is regarded as a key link in the food web between lower and higher trophic levels [#AUTHOR_TAG ,20]. Polar cod has been a focal point for studies of climate [11,[21][22][23",0
